userid,text
100986964,"Huge tank losses blamed on 'inept' #Russian top brass as MoD mocks 'poor' efforts of Putin - Aug 18 @ 8:56 PM ET https://t.co/gEDcikIHVb The AP Interview: Refugee #head sees lesson in #Ukraine crisis  - Aug 19 @ 2:02 AM ET https://t.co/MEWNQNgRu8 Odesa Is Defiant. Its Also Putins Ultimate Target in #Ukraine. - Aug 19 @ 7:14 AM ET https://t.co/IEO57j0eV9 Ukraine's Southern Forces Wage a Slow Campaign to Wear #Russian Troops Down - Aug 19 @ 9:18 AM ET https://t.co/sEOJ6qa9rk US poised to announce new military aid, drones for #Ukraine  - Aug 19 @ 11:24 AM ET https://t.co/VXbBuJdQeA US announces new military aid, drones for #Ukraine - Aug 19 @ 2:22 PM ET https://t.co/YYVnd8O4op Stars Coffee: Rapper reopens Starbucks #Russian stores under new name - Aug 19 @ 2:42 PM ET [video onsite] https://t.co/Zoyc8AWH6N"
118794845,"#Russia calls proposal for a demilitarized zone around nuclear power plant in Ukraine ""unacceptable"" #China's Xi Jinping Tentatively Planning to Meet Putin at Central Asia Summit in Mid-September: Sources -- WSJ #China’s Xi Considers Visiting Central Asia, Potential Meeting With #Putin #PUTIN SAYS UKRAINE'S SHELLING AT ZAPORIZHZHIA POWER PLANT IN UKRAINE IS CREATING RISK OF LARGE-SCALE CATASTROPHE - TASS CITES KREMLIN #Russian Pres. Putin: Ukraine's Shelling At Zaporizhzhia Plant Is Creating ‘Risk Of Large-Scale Catastrophe’ - TASS Citing Kremlin KREMLIN: #PUTIN AND FRANCE'S #MACRON AGREED TO CONTINUE CONTACTS #Putin agrees to send IAEA mission to Ukraine nuclear plant #Putin agrees to send IAEA mission to Ukraine nuclear plant"
134758540,"Erdogan warns of 'another #Chernobyl' after talks in #Ukraine 

""While continuing our efforts to find a solution, we remain on the side of our Ukraine friends,"" Erdogan said.

https://t.co/8Kz0NtJrNz #Russia's #BlackSeaFleet 'successfully completing' its tasks 

Read: https://t.co/hXglYFfoEI https://t.co/xV5Qit4Kd1 UN chief to visit Odessa as Russian strikes batter #Donbas 

Read: https://t.co/yQbVUrIGP3 https://t.co/uwH1JxLuV2 #US: #Biden bill to help millions escape higher health care costs 

https://t.co/7YoswPakXk https://t.co/9UrizWX7db"
149585330,"ZH-02 | Asia Xperience | #China
[2022.08.19] https://t.co/lRX8X0WUjM 

In South #Asia, social exclusion – often due to gender, disability, age, economic and education status, as well as caste, religion and ethnicity – is deeply entrenched and has a significant influence https://t.co/8CnvCKhNaB"
169670184,"Shorter version of @JosepBorrellF &amp; @EU_Commission's 'justification' for treating support for #Ukraine as ""a moral imperative"" and re-enacting Pontius Pilate's hand-washing when it comes to #Palestine is basically 'We are racists.'

https://t.co/2EvIwRqnFc"
236770150,"TikTok can monitor your keystrokes, could collect passwords and credit card info https://t.co/8RsG7h30PW #spy #espionage #China #bytedance #spies 790"
240649814,"#RussiaUkraineWar: Ukrainian President #VolodymyrZelensky rules out 'peace' with Russia without troop withdrawal

https://t.co/rfhzrY8QRu"
243133079,"#Russia-Ukraine war: List of key events, day 177
https://t.co/Lrq9m544ig"
256495314,"Rapper #Timati and Russian restaurateur #AntonPinskiy acquired Starbucks' Russian operations in July and gave it a new name after the coffee shop chain joined an exodus of brands quitting #Russia over the #Ukraine offensive.
#starcoffee #starbucks

https://t.co/IAkeotdyBZ"
283604227,"Andy Vermaut shares:Tweets On The Russia - Ukraine War: Latest Defence Intelligence update on the situation in Ukraine - 19 August 2022
 
Find out more about the UK government's response: https://t.co/CDzSQyUZgR

🇺🇦 #StandWithUkraine 🇺🇦… https://t.co/Q0s1E76uxe Thank you."
303862998,"Turkish President Recep Tayyip Erdogan said on Friday that #Turkey and #Ukraine signed an agreement to reconstruct infrastructure in Ukraine damaged in the ongoing conflict with Russia, state-run Anadolu Agency reported. https://t.co/DrRs03L9Xh"
444284249,"'Lives propelled by an unshakable, enduring love!' 

https://t.co/To2xLrFqRB

'5⭐The historical setting, with all of its rich diversity, is beautifully portrayed by the author, @ninsthewriter.'

#romance #lovestory #histfic #China #trilogy #IARTG #Kindle #books #ebooks https://t.co/QJlsCnQJ3r ⭐️Winner of the Independent Publishers Book Awards (Gold Medal, Romance)⭐️

https://t.co/To2xLrFqRB

The Secret Language of Women by @ninsthewriter.

#romance #histfic #historicalfiction #historicalromance #China #ASMSG #IARTG #Kindle #books #ebooks '@ColBenjamin entertains the reader in a way that few writers can ever achieve.'

https://t.co/eAle8Ru6F9

'5⭐️ -  Best air-to-air combat segments you will find anywhere'

#KindleUnlimited 
#AirForce #aviation #pilots #war #combat #Iraq #suspense #IARTG #Kindle #books #ebooks ⭐️ Visit the #Amazon Page of Award-Winning, Multi-Genre #Author @KathleenHarrym1 ⭐️

https://t.co/UWQy34Ac2F

#psychological #thriller #suspense #historical #romance #poetry #poems #poetry #histfic #war #battle #IARTG #ASMSG #Kindle #books #ebooks #audiobooks https://t.co/D6ZgD1T3bk '@Persimew knows her material, and the atmosphere of the second World War is brought to life.'

https://t.co/T3NIVRCirJ

'5⭐️-  A touching portrayal of young women at war...'

#WW2 #war #military #aviation #historicalfiction #LGBTQ #lesfic #IARTG #Kindle #KU #books #ebooks ⭐️ Visit the #Amazon Page of Award-Winning, Multi-Genre #Author @KathleenHarrym1 ⭐️

https://t.co/UWQy34Ac2F

#psychological #thriller #suspense #historical #romance #poetry #poems #poetry #histfic #war #battle #IARTG #ASMSG #Kindle #books #ebooks #audiobooks https://t.co/6CRtgIOMbJ '5⭐️ The author (@persimew) got the atmosphere of the period just right, and it was well researched.'

'A Fantastic, Historical Book'

#FREE on #KindleUnlimited

https://t.co/T3NIVRCirJ
#WW2 #war #aviation #histfic #historicalfiction #LGBTQ #lesfic #IARTG #Kindle #books #ebooks https://t.co/DUrqv4RWV7"
1115874631,"Turkish President Recep Tayyip #Erdogan and United Nations Secretary-General Antonio #Guterres traveled to Ukraine on Thursday to meet with #Ukrainian President Volodymyr #Zelenskyy about grain shipments and potentially entering peace talks with neighboring #Russia. #CGTNAmerica https://t.co/KG7xbo5wHh Britain will provide 36 million pound ($42.9 million) in humanitarian aid to #Ukraine, Syria and East Africa, RIA has reported, citing the UK Foreign Office. #Russia placed third among global users of the Chinese yuan for international settlements in July, RIA reported on Friday, citing data from the Society for Worldwide Interbank Financial Telecommunication (SWIFT) interbank messaging system. Turkish President Recep Tayyip #Erdogan and United Nations Secretary-General Antonio #Guterres traveled to Ukraine on Thursday to meet with #Ukrainian President Volodymyr #Zelenskyy about grain shipments and potentially entering peace talks with neighboring #Russia. #CGTNAmerica https://t.co/QsYEROIfNL"
1420660507,Mariupol Invasion and #Ukraine’s Abandoned Animals Are Focus of Documentaries Acquired by #BetaFilm (EXCLUSIVE) https://t.co/ZZEKLp8Ung https://t.co/TwMzmjQ9rx
3534222021,"(Newsweek):#Putin #Claim U.S. Is Dragging Out War Isn't Crazy, Military Expert Says : The U.S. and Ukraine have different policy goals when it comes to Russia, a military veteran and journalist says. .. https://t.co/aM9LzpIQ9i (The Hill):On The #Money - #Biden cutting it close for student loan borrowers : President Biden is keeping student loan borrowers in suspense over whether he’ll decide to again extend a freeze on repayments. We’ll also look at .. https://t.co/4ctbztslS9 (Insider):The 2 deepest shipwrecks ever found were both sunk during the same pivotal World #War #II battle : Eighty years after fighting the largest naval battle in history, USS Johnston and USS Samuel B. Roberts have been found .. https://t.co/OeLS2vPMkp (Newsweek):#Russia May #Resort to 'Unconventional' Warfare After Losses: Former Colonel : British Army Colonel Hamish de Bretton-Gordon said Russian President Vladimir Putin could become desperate if he believes he ""can't afford to fail in Ukraine."" .. https://t.co/SjuwehkCt9 (Washington Examiner):#Foreign fighters in #Ukraine responsible for looting and abuses: Report : Foreign fighters in Ukraine are responsible for widespread looting and theft, poor leadership, and other abuses of power, according .. https://t.co/unugcWU7aM (New York Times):#Ukraine and #Russia Accuse Each Other of Plotting Attack on Nuclear Plant : The Zaporizhzhia nuclear plant, the largest in Europe, has already been hit by shelling, and the United Nations chief, warning of .. https://t.co/dGDx0p5yAZ (CNN):More kids to get access to mental and physical health treatment under new #Biden plan : The Biden administration announced new plans Thursday that should make it a lot easier for millions of kids to get access to mental and physical health .. https://t.co/6K1yRbL539 (CNN):#Myanmar to import #Russian oil, military says : Military-ruled Myanmar plans to import Russian gasoline and fuel oil to ease supply concerns and rising prices, a junta spokesperson said, the latest developing country to do so amid a global .. https://t.co/F3OgpznhNk (Insider):Take a closer look at #Russian oligarch's $700 million superyacht that is one of the largest in the world : The yacht was once docked in New York and was recently spotted in Turkish waters. .. https://t.co/8Zr082vtjL (The Hill):#Biden administration announces $310M in funding for water reuse projects amid widespread drought : The Biden Administration announced the allocation of over $300 million in funding for water reuse projects across the .. https://t.co/efv2y6kjfP (New York Post):#Vladimir #Putin offers Russian mothers $16K cash bonus if they have 10 children : “It was about service to the motherland,” Kristin Roth-Ey, an expert on Slavonic and East European Studies, said via the .. https://t.co/ob07j6Rv7z (The Hill):#Judge permanently blocks #Biden leasing pause in states that sued : A Louisiana judge issued a permanent injunction against the Biden administration’s moratorium on new oil and gas leasing on federal lands Thursday .. https://t.co/A3VdnyIHGL (Fox News):#Biden admin readies $800 million for #Ukraine amid growing concern of possible nuclear attack: report : The Biden administration is preparing another security package for Ukraine, in its ongoing war with Russia, as .. https://t.co/x8fUxn5H81 (https://t.co/7XmLgOtpxA):#Zelenskyy holds talks with U.N. chief, #Turkish president : Turkish President Recep Tayyip Erdogan said he would follow up with Putin, given that most of the matters discussed would require the Kremlin's agreement. .. https://t.co/vX4PO4xamN (Fox News):#Biden admin readies $800 million for #Ukraine amid growing concern of attack on nuclear plant: report : The Biden administration is preparing another security package for Ukraine, in its ongoing war with Russia, as .. https://t.co/vTIU1RrEfU (CNN):#Russian vehicles seen inside turbine hall at #Ukraine nuclear plant : New video has emerged online showing Russian military vehicles inside a turbine hall connected to a nuclear reactor at Ukraine's Zaporizhzhia nuclear power plant, where .. https://t.co/zZ5rzdpgxf (Insider):Even as the #West tries to wean itself off #Russian oil, Moscow has found itself yet another buyer: Myanmar : ""We aim to buy high-quality fuel oil at a cheap price from the country where we can get it quickly,"" said .. https://t.co/tNNUTikOAL (CNN):The remains of a 23-year-old killed during a bombing mission in World #War #II have been identified : The remains of a 23-year-old from Utah who was killed during a bombing mission in World War II have been identified, a federal agency said .. https://t.co/YmWx8RuIna (Raw Story):#Biden urged to take steps to finally get rid of #Louis DeJoy : More than a year and a half into President Joe Biden's first term, Louis DeJoy—a megadonor to former President Donald Trump and a villain in the eyes of .. https://t.co/VXXxz4gNDd (Newsmax):Xi and #Putin to meet at G-20; #Finland says Russian MiG jets may have violated its airspace : Finland's Defense Ministry says it has launched an investigation into the suspected airspace violation. .. https://t.co/rcvq6Dhm8F (The Hill):#WAR IN #UKRAINE: Calm is an illusion in Odesa : ODESA, Ukraine — The signs of war are everywhere in Odesa, but it feels like there's little fear of death or destruction from Russian attacks. Air raid sirens ring out .. https://t.co/L4K6jMDNmJ (Washington Examiner):#Biden's #Iran deal agenda cannot justify forgetting Bob Levinson : In its rush to shower Iran with concessions and conclude a new nuclear deal, the Biden administration continues to ignore the need for .. https://t.co/FtB73kdwE1 (Fox News):#Biden builds the wall in #Delaware, Seattle's struggles after 'defund the police' push and more top headlines : Fox News First brings you Fox News' top headlines every morning. .. https://t.co/tzxvPsosi7 (Washington Examiner):#Biden's move to compensate #Taliban victims leaves 9/11 families seething : As Taliban forces rampaged across Afghanistan in the wake of the departing U.S. forces last year, they lit the fuse on a financial .. https://t.co/1l8Ds11IEv (Newsweek):#Ukraine's #Children Risk Becoming a Lost Generation | Opinion : Children have been severely impacted by this unprovoked war. Hundreds of children have died in eastern or southern Ukraine since Feb. 24, and hundreds more have been injured .. https://t.co/XfvHJQswKG (Los Angeles Times):#California voters don't want #Biden or Trump to run in 2024, poll shows : Among the state's Democrats, Gov. Gavin Newsom has the edge over Vice President Kamala Harris to be President Biden's successor in .. https://t.co/iwGaOLwAIL (NBC News):#Russia planning to disconnect nuclear plant from power grid, #Ukraine warns : Ukraine warned Russia might be planning an imminent attack at the Zaporizhzhia nuclear power plant Friday and wanted to remove it from the .. https://t.co/z7r5UnrgRP (The Hill):#Biden to host summit on countering hate-fueled violence : President Biden plans to host a summit in mid-September focused on stamping out the effects of hate-fueled violence in the United States in furtherance of his .. https://t.co/pKgYx5R6jn (Fox News):#Ukraine warns #Russia may cut Zaporizhzhia nuclear plant from power grid, both sides brace for 'provocation' : Ukraine's nuclear power agency Energoatom warned that it believes Russia is looking to cut the .. https://t.co/UkXXSNNe2e (CNN):#China issues first nationwide drought alert in 9 years : The ""yellow"" alert is the third-highest on China's four-tier scale. It indicates that at least two provinces are facing drought-like conditions, and more dry weather or drought is .. https://t.co/aU1X3CoqAf (New York Post):#Fire at munitions depo forces 2 #Russian villages to evacuate in another destructive incident behind enemy lines : The fire came days after another ammunition depot exploded on the Crimean Peninsula. .. https://t.co/2j57DWvLQT (Washington Examiner):#Judge issues new permanent injunction on #Biden oil and gas leasing pause : A federal judge placed a permanent injunction against President Joe Biden's pause on federal oil and gas leasing in 13 states, .. https://t.co/iWh6KmLNIP (Washington Examiner):#Biden building $490,000 taxpayer-funded security fence around beach house : President Joe Biden is building a $490,000 taxpayer-funded security fence around his Delaware beach house. .. https://t.co/ywJQJXTOd9 (NBC News):#Pro-Ukrainian saboteurs are behind blasts at #Russian military sites, Ukrainian official says : Pro-Ukrainian saboteurs were responsible for the recent explosions and fires in Russian-annexed Crimea, a Ukrainian .. https://t.co/4NqOmNQUh2 (New York Times):#Putin Makes #Public Remarks on Zaporizhzhia Nuclear Plant As Tensions Mount : The remarks came during a telephone call initiated by President Emmanuel Macron of France. .. https://t.co/oSiQkqWTVt (The Hill):#Pentagon announces extra $775M in weapons to #Ukraine : The United States will send another $775 million in missiles, drones, vehicles and mine clearing equipment to Ukraine to help in its war with Russia as the .. https://t.co/Z16x8n0V29 (Newsweek):#Crimea #Explosions Knocked Out Over Half of Russian Black Sea Jets: Report : The Saki airfield in Crimea was hit with a series of blasts on August 9 that Russia's Defense Ministry attributed to detonated aviation ammunition. .. https://t.co/vWXRyLq2zO (Los Angeles Times):The #Biden administration remade #ICE after Trump: But will it last? : The administration has reversed many of Trump's changes and enacted new policies, including limiting arrests of pregnant women. .. https://t.co/8X5SM9y5Ui (New York Post):#Russian spy assumed victory in #Ukraine and had Kyiv apartment picked out before war : The Kremlin was so certain of victory in Ukraine, a top Russian official had already picked out a pad in Kyiv before the war .. https://t.co/uNYSfZ3mtf (Fox News):#Catholic group spending $1M on ad slamming #Biden for inaction against attacks on pro-life centers, churches : A Catholic group has launched a $1 million dollar ad campaign to pressure Biden into action against .. https://t.co/9qOpVKOfMx (The New York Times):#Biden #Prepares Actions to Cut Emissions After Signing Climate Bill : Regulations from the E.P.A. and elsewhere will help the president meet his aggressive climate goals, administration officials say. .. https://t.co/bLCIrfSbWd"
